id;Nome_comune;Nome_scientifico;diametro;multifusto;altezza;stato;Lat;Lon
577;Bagolaro orientale;Celtis orientalis;/;;3;;12.289.691.896.588.200;5.687.746.648.923.120
579;Platano;Platanus;>100;;1;;12.289.644.018.580.600;568.774.257.581.489
583;Loto americano;Diospyros virginiana;/;;3;;12.289.639.394.987.200;5.687.748.197.711.180
574;Bagolaro;Celtis australis;4;;3;;12.289.721.271.750.400;5.687.743.288.949.480
576;Bagolaro orientale;Celtis orientalis;/;;3;;12.289.702.243.939.100;56.877.437.417.110.200
584;Loto americano;Diospyros virginiana;10;;1;;12.289.624.131.761.900;5.687.745.608.387.470
588;Bagolaro orientale;Celtis orientalis;14;;2;;12.289.703.064.610.400;5.687.741.010.371.230
589;Bagolaro;Celtis australis;/;;3;;12.289.679.562.489.500;5.687.739.705.561.060
580;Loto americano;Diospyros virginiana;/;;3;;12.289.652.027.620.100;5.687.740.382.139.150
585;Olmo;Ulmus minor;/;;3;;12.289.618.216.447.100;5.687.742.136.065.060
586;Olmo;Ulmus minor;56;;1;;12.289.612.219.115.800;5.687.740.331.827.810
590;Bagolaro orientale;Celtis orientalis;8;;3;;1.228.963.844.067.270;5.687.738.445.593.340
594;Loto americano;Diospyros virginiana;72;;2;;12.289.694.427.846.900;5.687.736.736.310.890
595;Acero di monte;Acer pseudoplatanus;26;;1;;12.289.668.496.041.800;568.773.179.868.699
587;Frassino;Fraxinus;37;;1;;1.228.960.594.626.010;5.687.735.445.251.070
591;Bagolaro orientale;Celtis orientalis;17;;1;;12.289.615.833.919.600;5.687.730.719.714.860
592;Loto americano;Diospyros virginiana;10;;2;;12.289.650.030.125.100;5.687.734.473.848.750
593;Loto americano;Diospyros virginiana;8;;2;;12.289.623.976.054.300;5.687.727.059.997.090
599;Bagolaro;Celtis australis;10;;2;;1.228.956.238.940.550;5.687.732.523.603.460
601;Acero di monte;Acer pseudoplatanus;/;;2;;12.289.545.650.790.900;5.687.736.053.575.580
596;Acero di monte;Acer pseudoplatanus;30;;1;;12.289.569.510.011.800;5.687.724.823.157.220
600;Bagolaro orientale;Celtis orientalis;9;;2;;12.289.542.838.067.400;5.687.730.905.486.740
602;Loto americano;Diospyros virginiana;/;;2;;12.289.519.230.339.300;5.687.735.160.521.970
603;Olmo;Ulmus minor;/;;3;;12.289.500.373.959.300;5.687.734.298.759.740
597;Gelso;Morus nigra;/;;3;;122.895.859.877.957;5.687.722.254.142.830
598;Bagolaro;Celtis australis;13;;2;;12.289.585.413.169.900;5.687.719.981.234.680
604;/;/;40;;1;;12.289.475.410.799.300;56.877.292.070.415.400
605;Acero di monte;Acer pseudoplatanus;25;;1;;12.289.525.559.299.100;5.687.724.328.509.530
609;Loto americano;Diospyros virginiana;/;;2;;12.289.459.981.660.200;56.877.259.611.019.400
606;Olmo;Ulmus minor;14;;1;;12.289.537.646.783.400;5.687.722.326.626.350
610;Acero americano;Acer pseudoplatanus;/;;2;;12.289.438.600.882.000;568.772.308.410.007
611;Sophora;Sophora japonica;34;;1;;12.289.418.577.152.600;56.877.195.971.464.600
612;Acero di monte;Acer pseudoplatanus;/;;2;;12.289.464.401.057.400;5.687.719.531.075.040
607;Acero di monte;Acer pseudoplatanus;35;;1;;12.289.503.235.510.900;5.687.721.706.617.440
608;Acero di monte;Acer pseudoplatanus;42;;1;;12.289.543.724.191.200;5.687.718.470.000.990
613;Acero di monte;Acer pseudoplatanus;/;;2;;12.289.411.961.542.100;5.687.717.339.611.830
614;Acero di monte;Acer pseudoplatanus;/;;2;;12.289.435.341.323.800;5.687.716.168.201.330
615;Acero di monte;Acer pseudoplatanus;/;;2;;1.228.940.549.915.620;5.687.715.688.186.210
616;Loto americano;Diospyros virginiana;76;;1;;12.289.432.625.376.000;5.687.713.395.328.640
617;Bagolaro;Celtis australis;/;;3;;1.228.946.880.768.050;5.687.713.050.543.730
619;Loto americano;Diospyros virginiana;20;;1;;12.289.484.648.932.600;5.687.711.948.858.210
622;Acero campestre;Acer campestre;12;;2;;12.289.511.138.584.600;5.687.711.123.322.820
618;Acero campestre;Acer campestre;/;;2;;12.289.404.771.355.900;5.687.712.809.171.120
620;Loto americano;Diospyros virginiana;15;;1;;1.228.944.964.490.420;5.687.710.976.565.870
621;Loto americano;Diospyros virginiana;23;;1;;12.289.492.154.568.100;568.770.975.647.253
700;faggio;Fagus sylvatica;11;;3;;1.228.883.711.365.320;5.687.580.408.827.080
698;Olmo;Ulmus minor;25;;1;;12.288.789.784.344.400;5.687.584.858.997.950
697;Faggio;Fagus sylvatica;7;;3;;1.228.880.621.582.500;5.687.576.777.834.290
696;Olmo;Ulmus minor;13;;2;;12.288.756.432.454.000;5.687.578.727.540.410
694;Tiglio;Tilia cordata;15;;2;;12.288.617.576.368.200;56.875.894.749.279.900
699;/;/;25;;2;Abbattimento;1.228.891.223.121.910;5.687.587.054.185.130
695;Loto americano;Diospyros virginiana;38;;1;;12.288.947.095.197.900;5.687.593.194.270.190
692;Olmo;Ulmus minor;48;;1;;1.228.872.530.474.090;5.687.596.341.194.180
691;Noce comune;Juglans regia;13;;2;;12.288.749.049.704.600;5.687.603.421.111.070
690;Acero campestre;Acer campestre;6;;3;;12.288.798.193.297.100;5.687.609.145.080.600
693;Olmo;Ulmus minor;8;;3;;12.288.908.173.673.500;5.687.594.964.433.150
689;Olmo;Ulmus minor;31;;1;;12.288.967.057.276.600;5.687.600.283.801.960
688;Olmo;Ulmus minor;45;;1;;12.288.949.112.212.400;5.687.607.165.941.510
687;Olmo;Ulmus minor;25;;2;;12.288.995.813.439.400;5.687.612.212.468.510
685;Olmo;Ulmus minor;32;;1;;12.289.038.243.662.400;5.687.618.333.314.810
686;Acero di monte;Acer pseudoplatanus;22;;2;;12.288.831.639.980.900;5.687.615.668.596.970
669;Loto americano;Diospyros virginiana;10;;3;;12.289.037.508.795.800;5.687.624.412.070.820
683;Loto americano;Diospyros virginiana;11;;3;;12.289.056.292.300.800;5.687.629.833.478.330
684;Loto americano;Diospyros virginiana;9;;2;;12.288.867.164.721.000;5.687.621.427.215.500
682;Bagolaro orientale;Celtis orientalis;12;;2;;12.288.960.235.250.700;5.687.639.193.216.870
681;Olmo;Ulmus minor;11;;2;;1.228.888.303.679.120;568.762.731.180.091
677;Olmo;Ulmus minor;31;;2;;12.289.104.852.308.800;5.687.636.242.584.130
678;Olmo;Ulmus minor;7;;3;;1.228.910.956.725.580;5.687.642.915.174.940
679;Olmo;Ulmus minor;16;;2;;1.228.903.181.723.230;568.764.083.416.223
680;Spino di Giuda;Gleditsia triacanthos;12;;2;;12.289.031.416.848.600;5.687.645.240.933.210
676;Bagolaro orientale;Celtis orientalis;21;;2;;12.289.198.523.916.900;5.687.647.398.426.580
675;bagolaro;Celtis australis;12;;3;;12.289.244.764.955.400;5.687.650.623.060.830
674;Olmo;Ulmus minor;8;;3;;12.289.193.430.441.100;56.876.512.094.510.600
673;Olmo;Ulmus minor;11;;2;;12.289.129.759.857.600;5.687.650.915.691.620
672;Loto americano;Diospyros virginiana;21;;1;;12.289.067.947.879.800;5.687.651.984.502.470
671;Loto americano;Diospyros virginiana;14;;2;;1.228.916.066.019.170;56.876.593.447.380.600
668;Bagolaro orientale;Celtis orientalis;10;;2;;12.289.264.343.637.500;5.687.656.194.380.820
670;Olmo;Ulmus minor;56;;1;;12.289.102.658.696.100;5.687.657.517.323.580
666;Bagolaro orientale;Celtis orientalis;17;;2;;12.289.153.162.528.900;5.687.662.630.156.420
665;Frassino;Fraxinus;8;;2;;1.228.919.298.614.820;5.687.664.427.859.440
662;Olmo;Ulmus minor;16;;2;;12.289.243.879.389.600;5.687.662.095.479.220
661;Frassino;Fraxinus;4;;3;;12.289.238.689.992.900;5.687.665.526.949.090
663;Bagolaro orientale;Celtis orientalis;10;;2;;12.289.198.331.754.400;5.687.667.604.639.530
664;Loto americano;Diospyros virginiana;16;;1;;1.228.916.880.460.610;5.687.667.603.809.200
658;bagolaro;Celtis australis;19;;1;;12.289.173.777.352.900;5.687.672.300.767.260
659;bagolaro;Celtis australis;13;;1;;1.228.920.658.867.290;5.687.670.318.241.770
660;Frassino;Fraxinus;16;;2;;1.228.925.701.317.700;5.687.669.126.473.660
623;/;/;/;;3;;12.289.362.507.600.800;56.877.090.797.125.100
624;Bagolaro;Celtis australis;/;;3;;12.289.404.763.031.200;5.687.708.516.412.680
625;Sophora;Sophora japonica;12;;2;;12.289.435.534.862.300;568.770.745.060.184
626;Acero di monte;Acer pseudoplatanus;/;;2;;12.289.460.196.176.400;5.687.706.172.454.920
627;Gelso;Morus nigra;16;;2;;12.289.491.321.596.100;5.687.703.510.545.610
635;Loto americano;Diospyros virginiana;52;;1;;12.289.370.646.694.400;56.877.053.368.732.400
634;bagolaro;Celtis australis;/;;2;;12.289.424.059.456.000;5.687.703.985.562.700
631;bagolaro;Celtis australis;/;;2;;12.289.446.412.530.600;5.687.702.561.367.130
636;Loto americano;Diospyros virginiana;66;;1;;122.893.455.714.037;568.770.198.240.348
633;Platano;platanus;>100;;1;;12.289.414.969.051.500;568.770.097.022.586
628;Bagolaro;Celtis australis;8;;2;;12.289.484.912.197.500;5.687.699.121.075.750
629;Bagolaro;Celtis australis;11;;2;;1.228.948.308.088.540;5.687.694.871.880.830
638;Carpino bianco;carpinus betulus;/;;3;;12.289.335.417.374.700;5.687.697.754.385.690
639;Carpino bianco;carpinus betulus;/;;3;;12.289.383.045.829.200;5.687.697.481.261.750
643;Frassino;Fraxinus;/;;3;;12.289.410.138.687.300;5.687.693.842.117.780
632;bagolaro;Celtis australis;/;;3;;12.289.425.567.052.400;568.769.197.977.606
630;Bagolaro orientale;Celtis orientalis;13;;2;;12.289.432.771.412.500;5.687.696.519.143.200
657;bagolaro;Celtis australis;13;;1;;12.289.208.401.992.500;5.687.677.491.990.360
655;Acero di monte;Acer pseudoplatanus;30;;1;;12.289.251.805.925.200;5.687.675.482.508.330
656;Frassino;Fraxinus;12;;3;;1.228.930.351.340.720;5.687.673.375.933.630
654;Acero di monte;Acer pseudoplatanus;34;;1;;122.893.070.881.313;5.687.678.532.220.890
653;Bagolaro orientale;Celtis orientalis;50;;1;;12.289.243.113.021.400;5.687.683.024.821.740
648;Olmo;Ulmus minor;/;;3;;12.289.211.373.558.200;5.687.683.257.507.770
646;Olmo;Ulmus minor;/;;3;;12.289.251.792.135.600;5.687.687.408.509.970
647;Olmo;Ulmus minor;41;;1;;1.228.930.320.361.670;5.687.687.125.764.360
652;/;/;25;;1;;1.228.934.668.433.230;56.876.854.199.266.000
651;Acero campestre;Acer campestre;26;;2;;1.228.938.783.761.480;5.687.683.492.124.970
650;bagolaro;Celtis australis;/;;3;;12.289.419.703.216.600;5.687.686.753.345.280
645;Olmo;Ulmus minor;/;;3;;12.289.311.844.385.500;5.687.691.357.628.260
644;Olmo;Ulmus minor;/;;3;;12.289.357.959.575.400;5.687.691.088.356.580
640;bagolaro;Celtis australis;/;;3;;1.228.938.405.732.760;56.876.895.027.122.200
642;Olmo;Ulmus minor;22;;2;;12.289.371.800.737.300;5.687.694.927.179.840
641;/;/;21;;1;;12.289.310.572.393.300;5.687.695.310.871.900
649;bagolaro;Celtis australis;/;;3;;1.228.945.762.176.750;5.687.689.999.162.010
851;Abete rosso;Picea abies;50;;1;Abbattimento;12.290.095.704.922.100;5.687.530.103.649.550
850;carpino nero;Ostrya carpinifolia;80;;1;;12.290.223.026.892.300;5.687.546.079.140.580
739;/;/;43;;1;;12.288.662.744.805.000;5.687.576.521.961.770
746;Carpino nero;Ostrya carpinifolia;30;;1;;12.288.715.974.360.400;56.875.720.271.841.400
747;Olmo;Ulmus minor;15;;1;;12.288.663.086.835.700;5.687.570.657.177.090
748;Olmo;Ulmus minor;14;;2;;1.228.862.671.599.310;56.875.686.046.819.900
749;Acero campestre;Acer campestre;11;;3;;12.288.605.361.701.100;568.756.419.080.079
750;Carpino nero;Ostrya carpinifolia;51;;2;;12.288.573.820.110.100;5.687.561.930.969.890
751;Carpino nero;Ostrya carpinifolia;41;;1;;12.288.537.526.047.600;568.755.639.215.525
754;Acero campestre;Acer campestre;34;;2;;12.288.570.310.195.700;568.755.384.297.185
752;Olmo;Ulmus minor;39;;1;Abbattimento;12.288.637.902.705.200;5.687.561.961.568.070
753;Carpino bianco;Ostrya carpinifolia;16;;3;;12.288.637.441.619.700;5.687.558.056.703.410
745;Olmo;Ulmus minor;49;;1;;1.228.848.719.892.200;568.756.054.010.967
755;Acero americano;acer negundo;19;;2;;12.288.619.642.886.400;5.687.552.938.385.160
756;Frassino;Fraxinus;24;;2;;1.228.867.167.316.170;5.687.552.057.077.050
757;/;/;23;;2;;1.228.869.675.543.240;56.875.567.865.506.800
758;Olmo;Ulmus minor;28;;1;;1.228.871.247.572.330;5.687.551.054.538.750
760;Acero campestre;Acer campestre;12;;3;;12.288.746.488.692.200;5.687.549.769.691.410
759;Acero campestre;Acer campestre;15;;3;;12.288.761.816.356.200;56.875.542.992.924.800
761;bagolaro;Celtis australis;37;;1;;12.288.793.175.214.500;568.755.137.350.511
762;Acero campestre;Acer campestre;12;;3;;12.288.799.802.847.100;5.687.548.061.265.360
763;Carpino bianco;carpinus betulus;14;;3;;1.228.881.460.089.660;5.687.550.495.152.370
765;Acero campestre;Acer campestre;14;;2;;12.288.852.078.981.100;5.687.548.152.956.160
766;Olmo;Ulmus minor;28;;1;;12.288.860.482.311.700;5.687.545.959.623.660
764;Acero campestre;Acer campestre;20;;2;;12.288.870.409.577.500;5.687.552.749.809.780
772;Loto americano;Diospyros virginiana;16;;2;;12.288.919.010.108.900;5.687.547.158.829.760
771;bagolaro;Celtis australis;27;;3;;12.288.931.126.889.000;5.687.550.797.855.840
773;acero campestre;Acer campestre;17;;2;;1.228.897.398.644.740;5.687.546.120.219.380
775;bagolaro;Celtis australis;25;;1;;12.289.022.513.697.100;5.687.546.146.543.230
774;robinia;Robinia pseudoacacia;17;;2;;1.228.901.064.281.110;5.687.543.480.528.570
776;Olmo;Ulmus minor;30;;1;;12.289.026.367.860.900;5.687.549.581.905.140
784;robinia;Robinia pseudoacacia;22;;2;;12.289.078.546.888.000;5.687.543.382.654.250
785;acero campestre;Acer campestre;12;;3;;1.228.912.136.031.450;56.875.414.762.429.500
786;Loto americano;Diospyros virginiana;24;;1;Abbattimento;12.289.134.214.980.900;5.687.548.034.289.620
787;Olmo;Ulmus minor;25;;1;Abbattimento;1.228.917.279.841.320;5.687.547.112.271.850
796;Olmo;Ulmus minor;54;;1;;12.289.199.140.676.300;5.687.539.106.383.390
795;Olmo;Ulmus minor;33;;1;;12.289.281.605.053.000;5.687.537.548.442.440
794;acero campestre;Acer campestre;12;;3;;12.289.319.645.114.800;5.687.546.289.244.790
797;bagolaro;Celtis australis;21;;2;;12.289.330.783.641.300;5.687.537.198.617.700
800;Olmo;Ulmus minor;18;;1;Abbattimento;12.289.367.818.264.300;5.687.536.055.849.330
801;Olmo;Ulmus minor;20;;1;Abbattimento;12.289.414.842.642.500;5.687.533.090.182.220
802;Olmo;Ulmus minor;11;;2;;12.289.459.374.975.300;5.687.532.078.120.570
803;bagolaro;Celtis australis;14;;2;;12.289.493.576.971.300;5.687.531.541.714.570
809;acero campestre;Acer campestre;12;;2;;12.289.561.772.810.400;5.687.529.645.585.560
808;Frassino;Fraxinus;44;;1;;12.289.576.346.819.400;5.687.537.097.979.990
810;acero campestre;Acer campestre;17;;2;;12.289.620.327.526.500;5.687.527.998.672.370
823;acero campestre;Acer campestre;19;;2;;12.289.714.962.608.600;568.752.438.756.039
824;acero campestre;Acer campestre;11;;3;;12.289.777.303.974.400;5.687.522.955.684.830
825;bagolaro;Celtis australis;11;;2;;12.289.797.869.956.300;5.687.521.630.130.840
826;Olmo;Ulmus minor;18;;2;;12.289.833.988.146.800;5.687.519.815.624.980
827;bagolaro;Celtis australis;12;;2;;12.289.848.286.449.000;56.875.232.243.909.300
833;carpino nero;Ostrya carpinifolia;18;;1;;12.289.883.999.286.200;5.687.522.759.019.810
834;acero campestre;Acer campestre;23;;2;;12.289.889.285.914.800;5.687.520.049.353.430
836;Olmo;Ulmus minor;22;;1;;1.228.992.030.671.020;5.687.521.692.975.950
835;Olmo;Ulmus minor;37;;1;;1.228.993.779.408.910;5.687.520.000.781.200
840;Olmo;Ulmus minor;32;;1;;1.228.996.708.479.830;5.687.517.754.280.030
842;bagolaro;Celtis australis;16;;3;;1.229.001.917.149.560;5.687.517.097.437.160
843;Olmo;Ulmus minor;28;;1;;12.290.036.234.594.400;5.687.516.679.531.070
844;Olmo;Ulmus minor;30;;1;;12.290.070.682.529.700;5.687.517.116.108.920
846;robinia;Robinia pseudoacacia;26;;2;;12.290.088.086.296.500;5.687.518.045.439.400
852;Olmo;Ulmus minor;34;;1;;12.290.166.383.681.400;5.687.529.529.713.930
853;Olmo;Ulmus minor;25;;2;Abbattimento;12.290.158.939.482.300;5.687.523.706.870.640
847;Olmo;Ulmus minor;18;;2;Abbattimento;1.229.011.077.982.790;5.687.522.181.777.820
845;Olmo;Ulmus minor;25;;1;;1.229.009.454.394.430;5.687.524.395.054.000
848;Acero di monte;Acer pseudoplatanus;38;;1;;12.290.059.575.518.400;5.687.521.900.196.190
839;carpino nero;Ostrya carpinifolia;40;;1;;12.290.017.382.992.100;5.687.527.737.043.650
837;carpino nero;Ostrya carpinifolia;45;;1;;1.228.998.985.314.750;5.687.529.567.145.450
832;Olmo;Ulmus minor;25;;1;;12.289.924.861.420.800;5.687.527.897.648.490
831;carpino nero;Ostrya carpinifolia;41;;1;;12.289.951.686.233.400;5.687.532.135.822.440
820;Olmo;Ulmus minor;28;;1;;1.228.976.589.152.510;5.687.530.961.025.460
821;Olmo;Ulmus minor;30;;1;;12.289.806.625.146.300;5.687.534.115.277.720
819;carpino nero;Ostrya carpinifolia;38;;1;;12.289.778.492.666.500;5.687.539.466.967.080
815;carpino nero;Ostrya carpinifolia;14;;3;;12.289.752.548.871.600;5.687.531.332.010.630
814;Olmo;Ulmus minor;21;;1;;12.289.731.736.857.100;5.687.531.684.558.430
813;Carpino nero;Ostrya carpinifolia;62;;1;;12.289.720.889.103.200;5.687.536.018.620.190
816;Olmo;Ulmus minor;41;;1;;12.289.747.632.680.900;5.687.538.459.533.630
807;Frassino;Fraxinus;30;;1;;12.289.619.737.551.800;568.754.780.986.834
804;Carpino bianco;carpinus betulus;32;;2;;12.289.581.173.085.300;5.687.548.806.751.460
799;Carpino nero;Ostrya carpinifolia;55;;1;;12.289.500.303.317.800;568.754.781.423.567
798;Olmo;Ulmus minor;31;;1;;12.289.475.620.785.500;5.687.550.573.266.580
793;Olmo;Ulmus minor;21;;1;;12.289.412.873.754.000;5.687.553.354.268.040
788;Olmo;Ulmus minor;29;;1;;12.289.222.686.383.600;5.687.559.904.720.610
777;Olmo;Ulmus minor;26;;1;;12.289.048.159.559.500;5.687.554.581.872.340
778;Olmo;Ulmus minor;25;;1;;1.228.912.180.718.810;5.687.559.487.348.340
770;acero campestre;Acer campestre;11;;3;;12.288.995.450.764.000;5.687.558.685.415.490
769;Olmo;Ulmus minor;40;;1;;12.288.981.317.214.000;5.687.564.787.875.550
768;Olmo;Ulmus minor;55;;1;;12.288.851.665.828.100;5.687.565.716.892.040
767;/;/;/;;/;;1.228.877.663.849.190;5.687.581.935.333.910
854;Olmo;Ulmus minor;17;;2;;12.290.178.938.742.900;5.687.539.459.796.620
849;Olmo;Ulmus minor;54;;1;;1.229.016.040.985.360;5.687.546.617.217.340
841;Frassino;Fraxinus;67;;1;;12.290.129.045.044.400;5.687.553.085.589.780
838;Loto americano;Diospyros virginiana;17;;2;;1.229.007.646.288.470;5.687.545.879.730.600
830;Frassino;Fraxinus;71;;1;;1.229.006.903.613.710;5.687.554.886.032.580
829;Loto americano;Diospyros virginiana;13;;3;;12.290.018.289.802.900;5.687.554.940.309.160
828;Frassino;Fraxinus;54;;1;;12.289.979.425.673.800;5.687.560.656.361.440
822;Tiglio;Tilia cordata;30;;1;;1.228.990.958.016.450;5.687.550.124.153.170
818;Frassino;Fagus sylvatica;64;;1;;12.289.933.014.864.300;568.756.309.624.006
817;faggio;Fagus sylvatica;17;;3;;12.289.845.379.145.900;5.687.553.058.675.370
812;faggio;Fagus sylvatica;16;;3;;12.289.818.864.093.700;5.687.554.474.271.580
811;faggio;Fagus sylvatica;45;;1;;1.228.971.262.255.710;5.687.556.467.255.100
806;Frassino;Fraxinus;17;;2;;12.289.809.464.041.500;5.687.564.534.133.660
805;faggio;Fagus sylvatica;26;;2;;12.289.671.509.326.800;5.687.559.193.216.460
792;faggio;Fagus sylvatica;22;;2;;12.289.465.118.335.200;5.687.566.608.809.690
791;Frassino;Fraxinus;15;;3;;12.289.466.915.842.300;5.687.573.719.273.780
789;faggio;Fagus sylvatica;29;;2;;12.289.287.072.068.100;5.687.568.035.519.110
790;Frassino;Fraxinus;58;;1;;12.289.337.264.395.800;5.687.574.648.362.150
782;faggio;Fagus sylvatica;24;;2;;12.289.055.692.598.300;5.687.571.095.795.010
781;Loto americano;Diospyros virginiana;11;;2;;12.289.113.382.552.200;5.687.577.839.366.970
783;Loto americano;Diospyros virginiana;13;;3;;12.289.183.873.564.600;5.687.576.162.102.900
780;Loto americano;Diospyros virginiana;13;;2;;12.289.050.321.816.900;5.687.576.427.017.250
779;faggio;Fagus sylvatica;30;;1;;12.288.902.226.103.900;5.687.572.310.098.160
855;Olmo;Ulmus minor;28;;1;;12.290.179.270.364.700;5.687.515.635.132.100
857;Olmo;Ulmus minor;11;;3;;12.290.300.329.174.000;5.687.517.003.915.400
858;acero campestre;Acer campestre;11;;3;;12.290.323.436.803.400;5.687.508.238.471.970
859;acero campestre;Acer campestre;13;;3;;1.229.037.033.595.610;5.687.506.763.962.940
860;acero campestre;Acer campestre;10;;3;;12.290.413.949.608.800;5.687.507.652.327.960
862;Olmo;Ulmus minor;20;;2;;12.290.442.371.855.800;5.687.504.547.899.920
863;acero campestre;Acer campestre;15;;2;;1.229.044.384.009.070;5.687.513.691.189.100
864;acero campestre;Acer campestre;10;;3;;1.229.040.173.511.450;5.687.518.100.875.330
865;acero campestre;Acer campestre;14;;2;;12.290.511.216.748.500;5.687.507.404.696.130
869;robinia;Robinia pseudoacacia;12;;3;Abbattimento;12.290.544.798.723.800;5.687.502.339.151.650
866;acero campestre;Acer campestre;11;;2;;12.290.458.063.463.600;5.687.522.200.681.280
867;acero campestre;Acer campestre;28;;2;;1.229.052.647.984.490;5.687.517.021.035.350
868;Olmo;Ulmus minor;40;;1;Abbattimento;12.290.550.883.490.700;5.687.508.040.549.350
870;acero campestre;Acer campestre;23;;2;;12.290.582.589.163.200;5.687.517.250.837.920
872;/;/;14;;2;;12.290.593.566.835.500;5.687.513.928.262.300
873;/;/;18;;2;;12.290.611.142.583.700;5.687.510.326.335.120
876;Olmo;Ulmus minor;30;;1;Abbattimento;12.290.631.983.071.300;5.687.507.283.551.040
877;carpino nero;Ostrya carpinifolia;9;;3;;12.290.643.875.831.700;5.687.503.907.832.200
875;Olmo;Ulmus minor;11;;2;;1.229.063.788.085.310;5.687.500.230.410.030
874;acero campestre;Acer campestre;18;;2;;1.229.066.301.550.130;5.687.497.811.905
871;robinia;Robinia pseudoacacia;31;;1;;12.290.585.402.921.300;5.687.501.007.701.240
882;Olmo;Ulmus minor;35;;1;;12.290.372.697.514.200;5.687.535.795.565.310
878;/;/;13;;3;;12.290.714.770.092.300;5.687.505.188.308.350
879;Olmo;Ulmus minor;23;;1;;12.290.695.363.235.600;5.687.498.546.846.100
880;Olmo;Ulmus minor;26;;1;;12.290.743.846.516.200;5.687.503.335.686.580
881;acero campestre;Acer campestre;21;;1;;12.290.755.078.877.700;568.750.102.033.162
886;bagolaro;Celtis australis;14;;3;;12.290.817.826.400.900;56.875.021.309.797.800
889;acero campestre;Acer campestre;27;;1;;1.229.084.350.698.380;568.750.020.230.759
885;acero campestre;Acer campestre;26;;2;;12.290.809.163.535.700;568.749.791.830.756
890;acero campestre;Acer campestre;23;;2;;12.290.818.366.125.200;5.687.494.253.008.620
892;acero campestre;Acer campestre;19;;2;;1.229.086.359.071.310;56.874.961.705.220.500
893;acero campestre;Acer campestre;20;;2;;12.290.884.839.173.600;5.687.493.406.190.120
931;bagolaro;Celtis australis;9;;3;;12.291.812.349.579.100;5.687.488.604.726.930
928;bagolaro;Celtis australis;16;;2;;12.291.772.315.908.000;5.687.488.520.380.100
905;farnia;Quercus robur;68;;1;;12.291.147.503.923.700;5.687.489.607.848.730
904;acero campestre;Acer campestre;20;;2;;1.229.108.523.862.490;5.687.487.733.746.910
902;acero campestre;Acer campestre;19;;2;;12.291.069.442.391.700;5.687.493.363.811.490
903;prunus;prunus;11;;3;;12.291.126.199.098.000;5.687.497.487.880.710
907;acero campestre;Acer campestre;18;;2;;1.229.122.293.956.850;5.687.487.484.702.210
910;bagolaro;Celtis australis;38;;1;;12.291.391.441.412.300;5.687.480.855.921.410
909;acero campestre;Acer campestre;26;;2;;12.291.304.690.497.700;5.687.482.296.465.560
911;acero campestre;Acer campestre;12;;3;;12.291.353.158.684.400;5.687.489.693.892.810
912;Bagolaro orientale;Celtis orientalis;24;;2;;12.291.438.280.591.400;5.687.485.818.291.300
913;Tiglio;Tilia cordata;15;;2;;12.291.463.650.005.000;5.687.481.993.241.500
914;bagolaro;Celtis australis;35;;1;;12.291.445.181.398.100;5.687.477.060.249.370
930;gelso;Morus nigra;22;;2;;1.229.184.926.274.120;5.687.476.691.583.700
929;gelso;Morus nigra;39;;1;;1.229.179.667.369.270;5.687.477.028.816.200
926;acero campestre;Acer campestre;24;;2;;12.291.742.137.111.300;568.747.767.590.644
920;bagolaro;Celtis australis;24;;2;;1.229.164.451.780.980;5.687.476.196.803.220
927;bagolaro;Celtis australis;20;;2;;12.291.739.738.541.200;5.687.492.215.586.810
925;Bagolaro orientale;Celtis orientalis;12;;2;;12.291.709.954.357.600;568.748.659.998.526
924;Tiglio;Tilia cordata;14;;2;;12.291.689.338.215.000;5.687.489.193.335.090
922;gelso;Morus nigra;16;;3;;12.291.659.996.708.300;5.687.493.333.412.460
923;acero campestre;Acer campestre;12;;3;;12.291.649.482.301.400;5.687.483.806.655.390
917;bagolaro;Celtis australis;26;;2;;1.229.151.779.389.650;568.748.780.088.625
918;bagolaro;Celtis australis;26;;2;;12.291.506.417.052.800;5.687.490.878.866.090
919;bagolaro;Celtis australis;17;;2;;12.291.499.320.766.300;5.687.494.860.645.240
916;gelso;Morus nigra;26;;2;;12.291.524.824.278.100;5.687.499.572.460.430
915;bagolaro;Celtis australis;15;;2;;12.291.444.999.721.000;56.874.923.565.323.000
908;acero campestre;Acer campestre;17;;2;;12.291.332.612.111.100;5.687.500.570.187.840
906;bagolaro;Celtis australis;37;;1;;12.291.219.273.546.800;568.750.502.581.506
901;bagolaro;Celtis australis;12;;3;;1.229.114.387.366.460;5.687.503.286.797.980
896;bagolaro;Celtis australis;15;;2;;12.291.053.355.842.600;5.687.505.854.883.620
897;bagolaro;Celtis australis;19;;2;;12.291.041.428.986.100;5.687.510.763.669.830
898;bagolaro;Celtis australis;15;;2;;12.291.014.661.586.200;5.687.513.067.774.370
899;bagolaro;Celtis australis;25;;2;;1.229.096.937.947.560;5.687.518.264.770.070
900;bagolaro;Celtis australis;23;;2;;12.291.033.859.727.900;5.687.516.880.966.290
895;bagolaro;Celtis australis;20;;2;;1.229.095.266.847.220;56.875.162.746.494.500
894;bagolaro;Celtis australis;22;;2;;1.229.091.396.902.820;56.875.154.584.913
891;robinia;Robinia pseudoacacia;13;;2;;12.290.881.353.848.000;5.687.510.663.125.630
888;Olmo;Ulmus minor;22;;2;Abbattimento;1.229.064.208.567.790;5.687.529.871.335.590
