id;Nome_comune;Nome_scientifico;diametro;multifusto;altezza;stato;Lat;Lon
1614;Bagolaro orientale;Celtis orientalis;41;;1;;12.293.600.091.981.100;5.687.912.479.933.070
1618;Frassino;Fraxinus;27;;1;;12.293.691.819.461.100;5.687.934.284.676.170
1623;Sophora;Sophora japonica;62;;1;;12.293.785.841.980.800;5.687.965.148.585.640
1624;Frassino;Fraxinus;25;;1;;12.293.753.835.793.500;568.798.277.801.426
1628;robinia;Robinia pseudoacacia;30;;1;;12.293.632.332.511.900;5.687.987.412.391.920
1632;Robinia;Robinia pseudoacacia;43;;1;Abbattimento;12.293.631.558.681.000;5.688.000.720.799.320
1645;carpino nero;Ostrya carpinifolia;38;;1;;12.293.631.617.061.100;568.804.022.424.323
1650;Bagolaro orientale;Celtis orientalis;43;;1;;122.935.688.389.505;5.688.062.360.847.360
1608;Frassino;Fraxinus;33;;1;;12.293.567.077.573.800;5.687.895.037.209.550
1652;Frassino;Fraxinus;26;;1;;12.293.642.233.435.800;5.688.067.413.172.410
1651;Bagolaro orientale;Celtis orientalis;57;;1;;12.293.702.641.426.500;5.688.067.009.655.580
1655;Bagolaro orientale;Celtis orientalis;53;;1;;12.293.526.507.810.100;568.806.213.610.755
1649;robinia;Robinia pseudoacacia;19;;2;;12.293.553.522.151.400;568.805.424.964.889
1647;Bagolaro orientale;Celtis orientalis;32;;1;;12.293.544.735.821.800;5.688.032.648.975.410
1644;robinia;Robinia pseudoacacia;24;;1;;1.229.363.882.563.500;5.688.034.321.897.120
1639;Tiglio;Tilia cordata;41;;1;;12.293.669.847.937.500;5.688.029.169.702.780
1640;Bagolaro orientale;Celtis orientalis;20;;1;;12.293.619.254.319.300;5.688.029.049.200.010
1643;robinia;Robinia pseudoacacia;23;;1;;12.293.585.761.741.000;568.802.772.077.731
1642;Bagolaro orientale;Celtis orientalis;28;;1;;12.293.551.974.481.100;56.880.252.287.877.200
1641;robinia;Robinia pseudoacacia;45;;1;;12.293.635.450.195.200;5.688.024.267.472.840
1637;bagolaro;Celtis australis;28;;1;;1.229.365.682.676.210;5.688.020.304.193.670
1638;Sophora;Sophora japonica;28;;1;;12.293.586.843.946.000;5.688.018.902.476.840
1635;Bagolaro orientale;Celtis orientalis;36;;1;;12.293.663.868.464.800;5.688.015.379.479.370
1636;bagolaro;Celtis australis;32;;1;;1.229.359.446.145.680;5.688.012.978.311.100
1634;Tiglio;Tilia cordata;25;;1;;12.293.669.955.491.200;5.688.009.958.209.590
1633;Frassino;Fraxinus;20;;1;;12.293.602.570.528.900;56.880.057.222.506.100
1631;Frassino;Fraxinus;33;;1;;12.293.642.017.540.100;5.687.994.560.696.460
1630;carpino nero;Ostrya carpinifolia;45;;1;;12.293.736.149.069.800;568.799.639.982.493
1629;Frassino;Fraxinus;36;;1;;1.229.374.276.969.380;5.687.989.812.892.980
1627;Bagolaro orientale;Celtis orientalis;24;;1;;1.229.368.452.530.760;56.879.823.933.691.700
1626;Bagolaro orientale;Celtis orientalis;35;;1;;12.293.703.802.968.500;5.687.976.688.992.350
1625;Bagolaro orientale;Celtis orientalis;29;;1;;12.293.707.068.052.800;5.687.969.944.300.530
1621;Olmo;Ulmus minor;38;;1;;1.229.382.608.061.250;5.687.948.932.792.240
1620;Frassino;Fraxinus;17;;1;;12.293.714.384.470.900;5.687.956.286.597.540
1619;Frassino;Fraxinus;23;;1;;12.293.713.494.079.400;5.687.946.225.924.380
1622;Olmo;Ulmus minor;19;;2;;12.293.857.655.286.300;5.687.962.324.990.230
1617;bagolaro;Celtis australis;19;;1;;12.293.808.574.464.600;568.793.217.815.464
1615;Bagolaro orientale;Celtis orientalis;25;;2;;12.293.695.645.089.400;5.687.921.571.528.580
1616;Quercia;Quercus robur;85;;1;;1.229.378.396.366.710;56.879.200.988.759.900
1613;Carpino bianco;carpinus betulus;23;;1;;12.293.647.826.838.900;5.687.906.224.853.510
1612;Bagolaro orientale;Celtis orientalis;42;;1;;1.229.366.596.026.750;5.687.899.275.977.680
1611;Bagolaro orientale;Celtis orientalis;24;;2;;12.293.740.870.194.700;5.687.900.498.778.440
1610;Bagolaro orientale;Celtis orientalis;27;;1;;122.938.159.138.064;5.687.898.976.808.570
1609;Bagolaro orientale;Celtis orientalis;43;;1;;12.293.815.100.167.900;5.687.892.492.066.970
1607;Cedro dellâ€™Himalaya;Cedrus deodara;72;;1;;12.293.657.461.188.800;5.687.882.082.644.290
1605;bagolaro;Celtis australis;28;;1;;12.293.735.649.678.300;56.878.798.873.528.200
1606;Frassino;Fraxinus;29;;1;;12.293.800.050.819.000;5.687.878.891.507.360
1604;Frassino;Fraxinus;18;;2;;12.293.722.347.643.400;5.687.873.184.973.690
1603;Frassino;Fraxinus;32;;1;;1.229.370.071.259.380;5.687.869.580.915.470
1602;Frassino;Fraxinus;19;;2;;1.229.380.627.136.130;56.878.707.255.630.700
1598;Bagolaro orientale;Celtis orientalis;31;;1;;12.293.803.351.595.500;5.687.865.743.164.310
1599;Olmo;Ulmus minor;41;;1;;12.293.908.917.655.500;5.687.863.644.383.520
1597;bagolaro;Celtis australis;25;;1;;12.293.828.637.928.200;5.687.860.855.177.720
1596;Bagolaro orientale;Celtis orientalis;37;;1;;12.293.848.209.973.400;5.687.856.314.419.080
1595;Bagolaro orientale;Celtis orientalis;30;;1;;1.229.388.746.564.210;5.687.854.218.390.090
1594;bagolaro;Celtis australis;39;;1;;12.293.950.083.562.400;568.785.272.810.003
1593;Olmo;Ulmus minor;20;;1;;12.293.978.725.290.100;5.687.847.997.888.030
1592;Olmo;Ulmus minor;26;;1;;12.293.988.041.231.200;5.687.842.235.827.720
1591;Olmo;Ulmus minor;27;;1;;12.293.950.091.768.300;5.687.839.671.354.000
1590;Olmo;Ulmus minor;23;;1;;12.293.960.299.227.500;5.687.834.156.517.240
1589;Bagolaro orientale;Celtis orientalis;47;;1;;12.293.935.989.663.900;5.687.829.810.826.710
1588;Bagolaro orientale;Celtis orientalis;37;;1;;12.293.900.897.864.400;568.782.216.608.471
1587;bagolaro;Celtis australis;29;;1;;1.229.394.447.817.210;5.687.814.237.582.920
1586;Bagolaro orientale;Celtis orientalis;18;;2;;12.293.892.489.025.900;5.687.811.875.241.230
1585;Bagolaro orientale;Celtis orientalis;18;;2;;12.293.937.353.460.400;5.687.809.016.447.320
1583;Bagolaro orientale;Celtis orientalis;17;;3;;12.293.887.554.669.200;56.878.054.842.328
1584;Bagolaro orientale;Celtis orientalis;22;;3;;1.229.396.826.226.990;5.687.806.692.218.660
1580;carpino nero;Ostrya carpinifolia;19;;2;;12.293.908.963.153.300;56.877.918.324.262.500
1581;Bagolaro orientale;Celtis orientalis;19;;2;;12.294.002.172.738.600;56.877.965.845.544.600
1579;Bagolaro orientale;Celtis orientalis;15;;3;;1.229.402.555.674.400;5.687.787.460.120.540
1578;carpino nero;Ostrya carpinifolia;37;;1;;12.293.981.690.081.900;5.687.781.168.405.100
1577;robinia;Robinia pseudoacacia;23;;1;;12.294.052.001.449.800;5.687.777.329.931.750
1576;carpino nero;Ostrya carpinifolia;41;;1;;12.293.972.080.345.200;5.687.775.953.625.500
1575;carpino nero;Ostrya carpinifolia;36;;1;;12.293.987.573.577.200;5.687.771.672.796.530
1573;acero campestre;Acer campestre;36;;1;;12.294.050.282.403.200;5.687.767.271.571.270
1574;carpino nero;Ostrya carpinifolia;29;;1;;1.229.397.142.130.530;5.687.766.807.357.800
1572;bagolaro;Celtis australis;27;;1;;1.229.407.486.631.010;5.687.762.884.400.640
1570;Olmo;Ulmus minor;23;;2;;12.294.077.534.317.100;5.687.757.056.182.950
1571;Bagolaro orientale;Celtis orientalis;43;;1;;12.293.949.309.554.400;5.687.758.048.453.510
1569;Bagolaro orientale;Celtis orientalis;23;;2;;1.229.398.989.193.280;5.687.751.375.094.690
1568;Bagolaro orientale;Celtis orientalis;63;;1;;12.294.054.727.749.100;5.687.745.554.685.450
1567;Bagolaro orientale;Celtis orientalis;21;;2;;12.294.073.407.941.400;5.687.740.766.765.400
1566;Bagolaro orientale;Celtis orientalis;20;;2;;12.294.155.027.535.700;5.687.742.305.051.650
1564;Bagolaro orientale;Celtis orientalis;22;;2;;12.294.030.411.929.200;5.687.734.639.190.400
1563;Bagolaro orientale;Celtis orientalis;27;;1;;12.294.106.605.513.300;5.687.731.118.384.200
1562;Bagolaro orientale;Celtis orientalis;24;;1;;12.294.111.245.971.800;5.687.726.532.598.290
1561;Bagolaro orientale;Celtis orientalis;28;;1;;12.294.197.028.196.800;5.687.728.143.426.120
1560;Tiglio;Tilia cordata;33;;1;;12.294.127.209.491.400;5.687.720.836.825.040
1559;Tiglio;Tilia cordata;28;;1;;12.294.203.669.386.600;5.687.721.639.796.590
1558;carpino nero;Ostrya carpinifolia;18;;2;;1.229.419.739.400.460;56.877.164.997.133.300
1556;robinia;Robinia pseudoacacia;28;;1;;12.294.131.696.031.400;5.687.709.099.450.980
1552;Olmo;Ulmus minor;31;;1;;12.294.213.462.723.000;5.687.711.219.489.630
1557;Bagolaro orientale;Celtis orientalis;23;;1;;12.294.161.311.297.300;568.770.330.650.328
1553;Sophora;Sophora japonica;72;;1;;12.294.096.392.409.200;5.687.698.981.274.330
1551;bagolaro;Celtis australis;45;;1;;12.294.254.478.567.700;5.687.698.079.161.990
1550;Sophora;Sophora japonica;37;;1;;1.229.409.916.565.800;5.687.693.568.641.670
1549;Olmo;Ulmus minor;30;;1;;12.294.231.812.094.800;5.687.690.402.857.380
1548;acero campestre;Acer campestre;18;;2;;1.229.414.095.494.010;5.687.688.389.169.080
1547;bagolaro;Celtis australis;25;;1;;12.294.136.399.453.800;56.876.834.942.055.300
1546;Olmo;Ulmus minor;25;;1;;12.294.228.555.311.600;56.876.840.908.210.300
1544;Olmo;Ulmus minor;22;;1;;12.294.291.516.069.600;5.687.680.686.926.860
1545;Olmo;Ulmus minor;39;;1;;12.294.204.014.452.400;5.687.678.831.014.360
1543;Olmo;Ulmus minor;20;;1;;1.229.423.928.219.470;5.687.674.083.987.730
1542;bagolaro;Celtis australis;52;;1;;1.229.432.725.417.350;5.687.674.524.937.470
1541;bagolaro;Celtis australis;35;;1;;12.294.311.824.967.800;568.766.924.190.209
1540;Olmo;Ulmus minor;32;;1;;12.294.329.992.362.300;5.687.665.702.757.610
1539;Olmo;Ulmus minor;31;;1;;12.294.351.262.528.400;5.687.661.324.079.610
1930;Cedro dellâ€™Himalaya;Cedrus deodara;87;;1;;12.293.659.566.462.700;5.687.718.577.970.160
